spearman_h,spear_sig_h,pearson_h,pear_sig_h,spearman_tc,spear_sig_tc,pearson_tc,pear_sig_tc
-0.572407570836685,4.10814227604167E-88,-0.549361351761148,6.42694700793535E-80,-0.460032729450328,8.19850274164007E-11,-0.421615565663332,3.76327621141263E-09
-0.553375020115501,2.67123440332959E-81,-0.496583599714638,2.19836180303341E-63,-0.39957589820183,2.74844309532542E-08,-0.383398070524445,1.08186232717033E-07
-0.566369629725004,6.65594934418943E-86,-0.502959951376883,3.12979807387254E-65,-0.453147974305473,1.68648953537244E-10,-0.390582541778978,5.94069087245539E-08
