"spearman_h","spear_sig_h","pearson_h","pear_sig_h","spearman_tc","spear_sig_tc","pearson_tc","pear_sig_tc"
-0.5527074853545277,4.547221302370405e-81,-0.5550163936108481,7.18460233014274e-82,-0.4475294152152514,3.0025921487210627e-10,-0.44506290577097496,3.85511257076687e-10
-0.5550854711182863,6.79722181562152e-82,-0.5572908266810789,1.1504301839940828e-82,-0.4502043475973652,2.2845399819646244e-10,-0.44986792491298405,2.3647423366759717e-10
-0.5543107671019101,1.264642937707685e-81,-0.5559513575125667,3.3893659438793954e-82,-0.44566704078594604,3.6268686886999284e-10,-0.44679691956553835,3.234603540130944e-10
