"spearman_h","spear_sig_h","pearson_h","pear_sig_h","spearman_tc","spear_sig_tc","pearson_tc","pear_sig_tc"
-0.5546673629374836,9.50478829089103e-82,-0.540848813773294,4.7456943898661775e-77,-0.441571706711132,5.47259602772143e-10,-0.43369869877206796,1.1886590407371608e-09
-0.5498804456259538,4.269872643724503e-80,-0.5443927557361689,3.1057646071084773e-78,-0.4355478597689934,9.924516377742961e-10,-0.440752492213943,5.938108062186171e-10
-0.5520902490895162,7.4286046057369375e-81,-0.5527352413693982,4.447850014586361e-81,-0.43301045334530064,1.2708602754530952e-09,-0.43912107972794284,6.981900137932688e-10
