spearman_h,spear_sig_h,pearson_h,pear_sig_h,spearman_tc,spear_sig_tc,pearson_tc,pear_sig_tc
-0.328853575254027,1.19856998815718E-26,-0.298733894440009,4.62131488393023E-22,-0.392637661108663,4.99134650732874E-08,-0.295251974069632,5.72917722212887E-05
-0.389529252665959,1.40305440587853E-37,-0.391159819091523,6.60428059659746E-38,-0.412238784541335,8.92471305471448E-09,-0.302309917536928,3.71407867688946E-05
-0.321424113113745,1.81627276785505E-25,-0.307127931436707,2.75090595111676E-23,-0.401550602994121,2.31335690409496E-08,-0.317531720910634,1.40296451584142E-05
